,Country_Name,Country_Code,Year,Region,Income_Group,Indicator_Name,Value
3097,Japan,JPN,2010,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0068479990717993
3098,India,IND,2004,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.3765423269325
3099,Japan,JPN,2008,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0085391221195653
3100,Japan,JPN,1995,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0020554405233526
3101,Japan,JPN,1994,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0020985403176246
3102,India,IND,2003,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.15678941671416
3103,Japan,JPN,2009,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0073305491186529
3104,Japan,JPN,2011,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0087112755864451
3105,India,IND,2002,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.2196992096046
3106,Japan,JPN,1993,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0021244091016116
3107,Japan,JPN,2013,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0074069340852011
3108,Japan,JPN,1992,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0031079486114655
3109,Japan,JPN,2012,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.007911588558673
3110,India,IND,2001,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.19579005069151
3111,Japan,JPN,1991,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0031514621636143
3112,Japan,JPN,2014,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0077412804123324
3113,India,IND,2000,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.43095708583307
3114,Japan,JPN,1990,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0046214494633786
3115,India,IND,1999,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.11566975494268
3116,India,IND,1998,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),0.985346850402882
3117,India,IND,1997,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.23553851565549
3118,India,IND,1996,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.25045779015916
3119,India,IND,1995,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.29180630612643
3120,Germany,DEU,1990,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.099631036858641
3121,India,IND,1994,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.04646865651917
3122,Germany,DEU,1996,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0337771036094013
3123,Germany,DEU,2001,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0673457855978963
3124,Germany,DEU,2006,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0869358153221505
3125,Germany,DEU,1997,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0333267573850989
3126,Germany,DEU,1991,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0777682707701482
3127,Germany,DEU,1998,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0200135340552978
3128,Germany,DEU,2004,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0576690152408906
3129,Germany,DEU,2002,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0558916684454956
3130,India,IND,1993,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.29857675013934
3131,Germany,DEU,1992,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0563545127567669
3132,Germany,DEU,2003,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0509332942410381
3133,Germany,DEU,2005,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0717110170782479
3134,Germany,DEU,2000,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0451296275484691
3135,Germany,DEU,1995,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0290444386789546
3136,Germany,DEU,1999,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0166949988119962
3137,Germany,DEU,1993,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0440076489066713
3138,Germany,DEU,1994,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.027479802144955
3139,Germany,DEU,2008,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.131066796263224
3140,India,IND,1992,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.40523778430737
3141,Germany,DEU,2007,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0705417101160375
3142,Germany,DEU,2010,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0755294911241404
3143,India,IND,1991,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.45504826682188
3144,Germany,DEU,2013,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.055716100481957
3145,Germany,DEU,2012,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0762299749158617
3146,Germany,DEU,2011,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0947802139950226
3147,Germany,DEU,2009,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0786393233632155
3148,Germany,DEU,2014,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0409760816864332
3149,India,IND,1990,South Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.76351948924657
3150,Brazil,BRA,2014,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.76822362041985
3151,Brazil,BRA,2013,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.8752236324561
3152,Brazil,BRA,2012,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.97433089580582
3153,Canada,CAN,2014,North America,High income,Natural Resources Depletion (% of GNI),0.473029319208165
3154,Canada,CAN,2008,North America,High income,Natural Resources Depletion (% of GNI),2.04314771662608
3155,Canada,CAN,2011,North America,High income,Natural Resources Depletion (% of GNI),0.793460028778182
3156,Canada,CAN,2013,North America,High income,Natural Resources Depletion (% of GNI),0.483145465862315
3157,Canada,CAN,2005,North America,High income,Natural Resources Depletion (% of GNI),2.36437341767665
3158,France,FRA,2005,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0092607206071287
3159,Canada,CAN,2007,North America,High income,Natural Resources Depletion (% of GNI),1.74094857440136
3160,Canada,CAN,2004,North America,High income,Natural Resources Depletion (% of GNI),2.29461191575015
3161,Brazil,BRA,2011,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.20201932025721
3162,France,FRA,2004,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0081989397561586
3163,Canada,CAN,2012,North America,High income,Natural Resources Depletion (% of GNI),0.516502885247437
3164,"Korea, Rep.",KOR,2014,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0033583446725585
3165,Canada,CAN,2006,North America,High income,Natural Resources Depletion (% of GNI),1.95945890187671
3166,France,FRA,2006,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0124585168851454
3167,Brazil,BRA,2010,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.72158131501748
3168,France,FRA,2003,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0088343213850374
3169,Canada,CAN,2010,North America,High income,Natural Resources Depletion (% of GNI),0.57930873800161
3170,France,FRA,2008,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0141315147897428
3171,Canada,CAN,2003,North America,High income,Natural Resources Depletion (% of GNI),1.65403341844823
3172,"Korea, Rep.",KOR,2013,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.005314379089568
3173,"Korea, Rep.",KOR,2012,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0089367483502674
3174,France,FRA,2007,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0111606612315982
3175,Canada,CAN,2009,North America,High income,Natural Resources Depletion (% of GNI),0.537008026685952
3176,France,FRA,2010,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0108616959720161
3177,France,FRA,2002,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0113649618614751
3178,France,FRA,2001,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0133826506644893
3179,"Korea, Rep.",KOR,2011,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0076928363992506
3180,Canada,CAN,2000,North America,High income,Natural Resources Depletion (% of GNI),2.0564430408991
3181,France,FRA,2009,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0094860077901996
3182,France,FRA,2013,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0096891620145733
3183,Ukraine,UKR,1991,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),
3184,Ukraine,UKR,1990,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),
3185,France,FRA,2012,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0126120315612626
3186,France,FRA,2000,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0140159531556458
3187,France,FRA,2011,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0133603487803773
3188,Canada,CAN,2002,North America,High income,Natural Resources Depletion (% of GNI),1.19760446625728
3189,France,FRA,1996,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.011882555274367
3190,"Korea, Rep.",KOR,2010,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0068712093290085
3191,Canada,CAN,2001,North America,High income,Natural Resources Depletion (% of GNI),2.02177009564723
3192,France,FRA,1998,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0025184471720008
3193,France,FRA,1999,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0053188709607748
3194,Brazil,BRA,2008,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.74152256776743
3195,Canada,CAN,1999,North America,High income,Natural Resources Depletion (% of GNI),1.04055310707124
3196,France,FRA,1997,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0090054023596371
3197,France,FRA,2014,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0071694378032069
3198,Canada,CAN,1997,North America,High income,Natural Resources Depletion (% of GNI),1.32712830007014
3199,Brazil,BRA,2009,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.19473483080622
3200,Canada,CAN,1998,North America,High income,Natural Resources Depletion (% of GNI),0.873401475561248
3201,Canada,CAN,1996,North America,High income,Natural Resources Depletion (% of GNI),1.59927927445168
3202,"Iran, Islamic Rep.",IRN,2014,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),5.28181135486827
3203,France,FRA,1995,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.010491591926556
3204,France,FRA,1991,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0148794444625587
3205,France,FRA,1993,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0129315302465813
3206,Brazil,BRA,2007,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.30511864706022
3207,Canada,CAN,1995,North America,High income,Natural Resources Depletion (% of GNI),1.15711821221211
3208,France,FRA,1992,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0126960010447748
3209,Canada,CAN,1994,North America,High income,Natural Resources Depletion (% of GNI),1.23195108232802
3210,"Korea, Rep.",KOR,2009,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0066707317563893
3211,France,FRA,1994,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0126432215381217
3212,"Korea, Rep.",KOR,2008,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0062513561563402
3213,United Kingdom,GBR,1996,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.716279537603294
3214,Indonesia,IDN,2014,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),2.77396009674077
3215,France,FRA,1990,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0270368939383381
3216,United Kingdom,GBR,2001,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.866350266612216
3217,United Kingdom,GBR,2000,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.893326133367937
3218,Canada,CAN,1993,North America,High income,Natural Resources Depletion (% of GNI),1.32224726267487
3219,Brazil,BRA,2006,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.31387603211788
3220,United Kingdom,GBR,2005,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.748740672578907
3221,United Kingdom,GBR,2003,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.704944671678283
3222,"Korea, Rep.",KOR,2007,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0042598301098699
3223,United Kingdom,GBR,1999,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.403862368136261
3224,United Kingdom,GBR,2004,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.66220422686389
3225,United Kingdom,GBR,1998,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.13921548903036
3226,"Iran, Islamic Rep.",IRN,2013,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),5.24965762164009
3227,Ukraine,UKR,1992,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),
3228,United Kingdom,GBR,1997,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.512211595988716
3229,United Kingdom,GBR,2006,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.854815879307902
3230,United Kingdom,GBR,2002,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.751585223618343
3231,Indonesia,IDN,2013,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),3.30808082806623
3232,"Iran, Islamic Rep.",IRN,2012,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),4.85951662059374
3233,United Kingdom,GBR,1995,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.519004389483938
3234,United Kingdom,GBR,1994,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.477808538810468
3235,Canada,CAN,1992,North America,High income,Natural Resources Depletion (% of GNI),1.15290454669149
3236,Brazil,BRA,2005,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.17797107380289
3237,United Kingdom,GBR,1993,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.469451441949573
3238,"Korea, Rep.",KOR,2006,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0050441804555864
3239,United Kingdom,GBR,1991,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.438256505095057
3240,United Kingdom,GBR,1992,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.410546316464014
3241,Indonesia,IDN,2010,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.19572475151395
3242,Indonesia,IDN,2012,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),3.70936339461352
3243,Canada,CAN,1990,North America,High income,Natural Resources Depletion (% of GNI),1.29461587707478
3244,United Kingdom,GBR,2007,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.80785547908339
3245,Canada,CAN,1991,North America,High income,Natural Resources Depletion (% of GNI),1.00087402367243
3246,"Korea, Rep.",KOR,2005,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0052179621371316
3247,Brazil,BRA,2004,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.6420806707197
3248,"Korea, Rep.",KOR,2004,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0027104040880894
3249,"Iran, Islamic Rep.",IRN,2011,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),7.54327704837885
3250,United Kingdom,GBR,2008,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),1.18799495919447
3251,United Kingdom,GBR,1990,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.870612866389619
3252,"Iran, Islamic Rep.",IRN,2008,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),8.75349491553282
3253,Indonesia,IDN,2011,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.96896217939408
3254,"Iran, Islamic Rep.",IRN,2010,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),6.17791057018379
3255,"Iran, Islamic Rep.",IRN,2009,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),5.19209614512019
3256,United Kingdom,GBR,2010,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.880172874108512
3257,"Korea, Rep.",KOR,2003,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.008994577170447
3258,Indonesia,IDN,2009,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.02746579113573
3259,Brazil,BRA,2003,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.53923038578916
3260,"Korea, Rep.",KOR,2002,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0104995153700965
3261,United Kingdom,GBR,2009,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.794892803376407
3262,Brazil,BRA,2002,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.55999018927023
3263,Ukraine,UKR,1993,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),
3264,United Kingdom,GBR,2012,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.829632179922309
3265,Mexico,MEX,2013,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),4.51554412496323
3266,Mexico,MEX,2012,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),5.18603018563226
3267,United Kingdom,GBR,2013,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.65615050177475
3268,"Korea, Rep.",KOR,2001,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0085729608256523
3269,"Iran, Islamic Rep.",IRN,2007,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),7.42548913884969
3270,Brazil,BRA,2001,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.20972036398254
3271,"Korea, Rep.",KOR,2000,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0063432085557357
3272,United Kingdom,GBR,2011,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),1.01336112746877
3273,Mexico,MEX,2014,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),3.65708380487534
3274,Brazil,BRA,2000,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.2974043756026
3275,Indonesia,IDN,2008,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),6.69503743494678
3276,Brazil,BRA,1999,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.789238852262197
3277,Italy,ITA,2005,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.082579311636532
3278,Italy,ITA,2006,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.101809956542644
3279,Italy,ITA,2007,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0949668404359108
3280,Indonesia,IDN,2006,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),6.22323086832683
3281,Mexico,MEX,2011,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),5.43149830336842
3282,Indonesia,IDN,2007,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),6.30653128187036
3283,Italy,ITA,2004,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0608456966931981
3284,Mexico,MEX,2006,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),5.03704419669742
3285,Brazil,BRA,1998,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.370583583222995
3286,Italy,ITA,2008,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.115238636061423
3287,Italy,ITA,2003,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.064076854323181
3288,Mexico,MEX,2007,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),4.57262263767398
3289,"Iran, Islamic Rep.",IRN,2006,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),9.51558655945347
3290,Mexico,MEX,2009,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),3.27215933683401
3291,Indonesia,IDN,2005,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),6.79049035784211
3292,Mexico,MEX,2008,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),5.23815920211295
3293,United Kingdom,GBR,2014,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.508488547078489
3294,Mexico,MEX,2005,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),4.67409297281022
3295,Brazil,BRA,1997,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.404454758882689
3296,Indonesia,IDN,2004,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),5.42877546989635
3297,Mexico,MEX,2010,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),3.8499625531616
3298,Italy,ITA,2010,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0861528757079647
3299,Italy,ITA,2002,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0693765007255232
3300,"Korea, Rep.",KOR,1999,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0068666773470058
3301,"Iran, Islamic Rep.",IRN,2005,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),10.0521089494946
3302,Italy,ITA,2001,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.076030752742826
3303,Italy,ITA,2000,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0675295277605922
3304,"Korea, Rep.",KOR,1997,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0054474675280433
3305,Brazil,BRA,1996,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.46035012739134
3306,Italy,ITA,2009,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0685119293305311
3307,Italy,ITA,1999,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0216214393597052
3308,Italy,ITA,2011,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.12704137018913
3309,Mexico,MEX,2004,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),3.50789113858417
3310,Ukraine,UKR,1994,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),
3311,Italy,ITA,1998,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0127521854998772
3312,Indonesia,IDN,2003,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.14326808008433
3313,Mexico,MEX,2003,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.90055901620006
3314,Indonesia,IDN,2002,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.36891887898759
3315,Ukraine,UKR,1995,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),0.646099602480022
3316,Italy,ITA,2012,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.139285863703525
3317,Italy,ITA,1997,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0410138165223759
3318,Brazil,BRA,1995,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.361906828771329
3319,Indonesia,IDN,2001,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),5.59451706285112
3320,Italy,ITA,1995,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0333027676774486
3321,Italy,ITA,1996,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0411280037967598
3322,"Korea, Rep.",KOR,1996,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0058602797934743
3323,"Korea, Rep.",KOR,1998,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0122153844936916
3324,Mexico,MEX,2002,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.76626954033229
3325,Brazil,BRA,1994,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.463253595096754
3326,Indonesia,IDN,2000,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),7.51927971558232
3327,"Iran, Islamic Rep.",IRN,2004,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),7.58490751325937
3328,Italy,ITA,2013,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.123376539951864
3329,Mexico,MEX,2001,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.63987618232094
3330,Italy,ITA,1991,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0293856734987987
3331,Mexico,MEX,2000,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),2.27558497047039
3332,Ukraine,UKR,1996,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),0.908860048762983
3333,Mexico,MEX,1999,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),1.08410948989393
3334,Italy,ITA,1992,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0269210632294927
3335,Italy,ITA,1993,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0369135316175767
3336,Brazil,BRA,1993,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.603462034948434
3337,South Africa,ZAF,2014,Sub-Saharan Africa,Upper middle income,Natural Resources Depletion (% of GNI),2.19267674414459
3338,South Africa,ZAF,2008,Sub-Saharan Africa,Upper middle income,Natural Resources Depletion (% of GNI),6.53933881788871
3339,Italy,ITA,2014,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.103666141078211
3340,Italy,ITA,1994,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0327338312013223
3341,Italy,ITA,1990,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0537320688654597
3342,Mexico,MEX,1998,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.882671570450398
3343,"Korea, Rep.",KOR,1995,East Asia & Pacific,High income,Natural Resources Depletion (% of GNI),0.0078220336356277
3344,Ukraine,UKR,2003,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.27103531848761
3345,Brazil,BRA,1992,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.730720993047755
3346,South Africa,ZAF,2009,Sub-Saharan Africa,Upper middle income,Natural Resources Depletion (% of GNI),2.54502726897698
3347,Ukraine,UKR,2004,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.08476606527503
3348,Spain,ESP,2007,Europe & Central Asia,High income,Natural Resources Depletion (% of GNI),0.0132604555144343
3349,Indonesia,IDN,1999,East Asia & Pacific,Lower middle income,Natural Resources Depletion (% of GNI),4.98431386934763
3350,Ukraine,UKR,1997,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),0.687426207066225
3351,Ukraine,UKR,2005,Europe & Central Asia,Lower middle income,Natural Resources Depletion (% of GNI),1.13735838497746
3352,Brazil,BRA,1991,Latin America & Caribbean,Upper middle income,Natural Resources Depletion (% of GNI),0.472076589716159
3353,"Iran, Islamic Rep.",IRN,2003,Middle East & North Africa,Lower middle income,Natural Resources Depletion (% of GNI),8.15571356647205
